ID,FXJ,FYJ,MZJ,FXK,FYK,MZK
CG19G20,951128.248929,164929.220396,446757328.012,-951128.248929,-164929.220396,460353384.166
CA20A21,604048.425508,-133436.015413,-369509922.907,-604048.425508,133436.015413,-364388161.866
CB20B21,784751.574492,-21325.5511819,-64173050.8163,-784751.574492,21325.5511819,-53117480.684
CC20C21,794500.907926,12942.2631195,30055923.7788,-794500.907926,-12942.2631195,41126523.3785
CD20D21,933380.726306,107366.037411,291901626.794,-933380.726306,-107366.037411,298611578.968
CE20E21,960118.365768,130722.480853,350925526.373,-960118.365768,-130722.480853,368048118.318
CF20F21,801807.972788,32089.7241684,82363912.117,-801807.972788,-32089.7241684,94129570.8092
CG20G21,586992.027212,144641.061045,388853588.359,-586992.027212,-144641.061045,406672247.388
CA21A22,258582.770824,-112326.327552,-377538264.766,-258582.770824,112326.327552,-408746028.099
CB21B22,361417.229175,-28502.6474879,-98145466.8551,-361417.229175,28502.6474879,-101373065.561
CC21C22,360322.422645,-1610.19003793,-10213265.094,-360322.422645,1610.19003793,-1058065.17152
CD21D22,429638.035063,55295.3930474,189268308.368,-429638.035063,-55295.3930474,197799442.964
CE21E22,410039.542292,81798.8480983,272162118.009,-410039.542292,-81798.8480983,300429818.679
CF21F22,373583.119808,9873.28347624,31282500.9849,-373583.119808,-9873.28347624,37830483.3487
CG21G22,246416.880192,93471.6404559,309754724.522,-246416.880192,-93471.6404559,344546758.67
BA1B1,-64657.1737198,-300939.134744,-2675055900.49,64657.1737198,821739.134744,-3219005014.32
BB1C1,-228435.516013,248000.0,0.0,228435.516013,248000.0,0.0
BC1D1,-461470.142565,-230971.862594,-2597101933.9,461470.142565,726971.862594,-2192616692.04
BD1E1,29993.49601,-59817.3975533,-825948558.076,-29993.49601,555817.397553,-2252225417.46
BE1F1,376609.345718,248000.0,0.0,-376609.345718,248000.0,0.0
BF1G1,150185.570271,-318960.464915,-2768109380.96,-150185.570271,839760.464915,-3315175500.65
BA2B2,127629.273488,-162729.414763,-1915199415.59,-127629.273488,683529.414763,-2527659439.42
BB2C2,93592.2178212,248000.0,0.0,-93592.2178212,248000.0,0.0
BC2D2,110626.9107,-171864.903714,-2020612873.22,-110626.9107,667864.903714,-2178036163.92
BD2E2,46135.1879478,-135112.913714,-1276845963.25,-46135.1879478,631112.913714,-2554283173.88
BE2F2,10774.8471875,248000.0,0.0,-10774.8471875,248000.0,0.0
BF2G2,12076.683887,-197895.562974,-2096368833.07,-12076.683887,718695.562974,-2715734578.15
BA3B3,122055.001597,-125083.983595,-1720349761.56,-122055.001597,645883.983595,-2327232066.18
BB3C3,90882.3569326,248000.0,0.0,-90882.3569326,248000.0,0.0
BC3D3,70246.9795582,-154868.214337,-1948940916.01,-70246.9795582,650868.214337,-2079741227.36
BD3E3,49846.7998097,-114081.187675,-1180777729.7,-49846.7998097,610081.187675,-2440034147.06
BE3F3,37580.3694911,248000.0,0.0,-37580.3694911,248000.0,0.0
BF3G3,17687.5962772,-179498.912978,-2006660172.32,-17687.5962772,700298.912978,-2612278413.95
BA4B4,122838.483172,-92033.6915543,-1546505285.16,-122838.483172,612833.691554,-2154048476.16
BB4C4,91569.0404894,248000.0,0.0,-91569.0404894,248000.0,0.0
BC4D4,74337.8435471,-136966.228724,-1849130390.14,-74337.8435471,632966.228724,-2000531897.1
BD4E4,50505.3293146,-102022.849996,-1134734353.53,-50505.3293146,598022.849996,-2365494146.43
BE4F4,36311.3851331,248000.0,0.0,-36311.3851331,248000.0,0.0
BF4G4,18315.3809546,-160225.820764,-1904408925.66,-18315.3809546,681025.820764,-2512162192.36
BA5B5,123955.938904,-59986.5435081,-1378308754.91,-123955.938904,580786.543508,-1985749951.92
BB5C5,93929.175333,248000.0,0.0,-93929.175333,248000.0,0.0
BC5D5,75909.8976843,-119269.427747,-1751743431.32,-75909.8976843,615269.427747,-1920950846.15
BD5E5,51409.409275,-88690.8267251,-1081685060.08,-51409.409275,584690.826725,-2285223207.17
BE5F5,36408.9874905,248000.0,0.0,-36408.9874905,248000.0,0.0
BF5G5,18182.8450718,-141183.36628,-1804584936.06,-18182.8450718,661983.36628,-2412040409.88
BA6B6,124957.08474,-29062.4487909,-1215947756.72,-124957.08474,549862.448791,-1823407955.58
BB6C6,95912.2322705,248000.0,0.0,-95912.2322705,248000.0,0.0
BC6D6,77563.4809268,-101254.822404,-1651853123.55,-77563.4809268,597254.822404,-1840695100.49
BD6E6,52214.4758889,-74563.0033027,-1024876048.71,-52214.4758889,570563.003303,-2200753984.32
BE6F6,36478.3325421,248000.0,0.0,-36478.3325421,248000.0,0.0
BF6G6,18242.0698736,-122111.033406,-1704435476.55,-18242.0698736,642911.033406,-2311930374.21
BA7B7,125874.011448,859.979163982,-1058854765.49,-125874.011448,519940.020836,-1666315453.28
BB7C7,97748.8670011,248000.0,0.0,-97748.8670011,248000.0,0.0
BC7D7,79057.9211426,-82979.3764773,-1550060784.31,-79057.9211426,578979.376477,-1759732980.46
BD7E7,52967.1781955,-59686.3588256,-964431964.829,-52967.1781955,555686.358826,-2112431623.43
BE7F7,36567.8160715,248000.0,0.0,-36567.8160715,248000.0,0.0
BF7G7,18283.5661048,-102997.162511,-1604090458.48,-18283.5661048,623797.162511,-2211579747.89
BA8B8,126713.771319,29862.3466305,-906590857.796,-126713.771319,490937.65337,-1514054502.58
BB8C8,99427.955753,248000.0,0.0,-99427.955753,248000.0,0.0
BC8D8,80429.4344897,-64458.4157921,-1446486299.65,-80429.4344897,560458.415792,-1678097858.27
BD8E8,53669.81055,-44144.4063793,-900779273.92,-53669.81055,540144.406379,-2020664789.87
BE8F8,36679.9397522,248000.0,0.0,-36679.9397522,248000.0,0.0
BF8G8,18340.0592883,-83830.4733186,-1503465203.94,-18340.0592883,604630.473319,-2110954765.9
BA9B9,127480.554598,58023.7944211,-758742046.247,-127480.554598,462776.205579,-1366208112.33
BB9C9,100961.549979,248000.0,0.0,-100961.549979,248000.0,0.0
BC9D9,81685.8482955,-45713.3435413,-1341302411.06,-81685.8482955,541713.343541,-1595831024.36
BD9E9,54330.5187376,-28011.7185767,-834281821.614,-54330.5187376,524011.718577,-1925835364.15
BE9F9,36817.0554519,248000.0,0.0,-36817.0554519,248000.0,0.0
BF9G9,18408.5646463,-64598.4997038,-1402497616.46,-18408.5646463,585398.499704,-2009986630.43
BA10B10,128178.94329,85418.2448085,-614920019.553,-128178.94329,435381.755191,-1222388409.96
BB10C10,102358.293809,248000.0,0.0,-102358.293809,248000.0,0.0
BC10D10,82836.6333928,-26766.6028321,-1234679289.17,-82836.6333928,522766.602832,-1512986739.15
BD10E10,54955.6049659,-11357.9261967,-765278599.507,-54955.6049659,507357.926197,-1828300662.46
BE10F10,36981.5370477,248000.0,0.0,-36981.5370477,248000.0,0.0
