ID,DX,DY,RZ
A,0.0,0.0,0.0
B,23.3628002034,-0.00032367802816,-0.00712966600623
C,34.3068704716,-0.00044840128103,-0.00722696269085
D,0.0,0.0,0.0
E,23.362848376,-0.00034257197184,0.00310886843983
F,34.306822494,-0.00047153621897,0.00577523940305
G,23.362870076,-0.0001625,-0.00198981152146
H,34.306833444,-0.000224375,-0.00198981152146
I,0.0,0.0,-0.00359428770399
J,0.0,0.0,-0.00359427695437
K,23.3628002034,-0.0001625,-0.00198983095785
L,34.3068704716,-0.000224375,-0.00198983095785
