ID,FX,FY,MZ
A0,-531043.6522306865,-62553.95898889654,1921652165.9208052
B0,-577535.8479055734,10676953.958988225,2021195514.200409
C0,-269275.59797765646,6848000.000000019,1352152187.6286392
D0,-107413.28089680255,2634534.2799863075,
E0,-129305.53501308116,11061465.720013866,
F0,-262327.5424126971,7019200.000000019,1330339163.5164914
G0,-258098.54356104782,3595200.00000001,1317087199.0320358
