NODEID,DX,DY,RZ
E20,458.705115663564,-178.717374564554,-0.000178178872359957
F20,458.682833842577,-138.166923937336,-0.00125088562893754
G20,458.677716255174,-122.740757222083,0.00142652734227806
A21,469.875938973859,-103.835558282554,-0.00546995547401211
B21,469.676690941272,-158.752412731939,-0.00245691844489704
C21,469.495252004959,-154.51153059844,-0.00303709981327571
D21,469.277311749925,-173.913029066062,-0.00135403678652196
E21,469.085696509148,-179.81022294419,7.41130563852547e-06
F21,468.962667019846,-139.11225516245,-0.00126713303467546
G21,468.840285427705,-123.475715852042,0.00174525212800025
A22,482.794091324292,-104.176572236202,-0.00587356944105074
B22,482.494606134225,-159.197630662349,-0.00327998732524586
C22,482.145468677241,-155.001519605458,-0.0028710040218325
D22,481.725667583218,-174.436725133577,-0.00129399191940934
E22,481.33385905306,-180.318277000093,0.000104672709209884
F22,481.053311647622,-139.561930549757,-0.00042117154317045
G22,480.815867550074,-123.812272348793,0.00217361423526217
