MEMBERID,FXJ,FYJ,MZJ,FXK,FYK,MZK
BC8D8,12201.3571320474,242755.159286189,-100308325.627846,-12201.3571320474,445244.840713811,-912140081.510263
BD8E8,4550.70095959306,272372.902008968,174770818.999677,-4550.70095959306,415627.097991032,-891041798.909994
BE8F8,811.794573038816,344000,0,-811.794573038816,344000,0
BF8G8,405.857886463404,201034.837859857,-419550921.139472,-405.857886463404,521365.162140143,-1262183281.33203
BA9B9,32059.5363287926,370125.863582067,468174121.948432,-32059.5363287926,352274.136417933,-374452554.336725
BB9C9,20119.3989786804,344000,0,-20119.3989786804,344000,0
BC9D9,13635.2289890051,249563.60649784,-64492361.2410293,-13635.2289890051,438436.39350216,-879871573.780572
BD9E9,5814.83906108141,275535.728110704,185032856.297319,-5814.83906108141,412464.271889296,-869675575.190277
BE9F9,1781.65648269653,344000,0,-1781.65648269653,344000,0
BF9G9,890.740262538195,201711.854017361,-415996157.640932,-890.740262538195,520688.145982639,-1258629375.17678
BA10B10,32694.4534535706,382293.52664251,532055179.811282,-32694.4534535706,340106.47335749,-310573150.064925
BB10C10,21389.189573139,344000,0,-21389.189573139,344000,0
BC10D10,14962.4427014887,256240.681700584,-29014722.5121571,-14962.4427014887,431759.318299416,-848578460.482
BD10E10,6992.28364917636,279035.862811653,197148755.703209,-6992.28364917636,408964.137188347,-846790127.586677
BE10F10,2700.38669577241,344000,0,-2700.38669577241,344000,0
BF10G10,1350.12362128496,202883.235148071,-409845982.72478,-1350.12362128496,519516.764851929,-1252480048.22048
BA11B11,33284.4682705104,393819.945447213,592569628.010128,-33284.4682705104,328580.054552787,-250060200.814395
BB11C11,22569.1972243786,344000,0,-22569.1972243786,344000,0
BC11D11,16193.5770329535,262802.385453961,6165557.68664193,-16193.5770329535,425197.614546039,-818141703.147031
BD11E11,8092.94299834967,282831.986371645,210891508.573821,-8092.94299834967,405168.013628355,-822571644.857366
BE11F11,3574.55117541552,344000,0,-3574.55117541552,344000,0
BF11G11,1787.21473070979,204523.930441723,-401231971.436599,-1787.21473070979,517876.069558277,-1243866758.92531
BA12B12,33833.4130518436,404750.121167555,649953736.914831,-33833.4130518436,317649.878832445,-192677464.655506
BB12C12,23667.0645893216,344000,0,-23667.0645893216,344000,0
BC12D12,17338.3728020191,269261.431725492,41077196.4596822,-17338.3728020191,418738.568274508,-788462879.204769
BD12E12,9125.94443196058,286886.911712244,226058288.443797,-9125.94443196058,401113.088287756,-797189171.321356
BE12F12,4410.36515122652,344000,0,-4410.36515122652,344000,0
BF12G12,2205.1308376193,206612.234548622,-390268065.509799,-2205.1308376193,515787.765451378,-1232903471.72967
BA13B13,34344.8583164215,415125.18607455,704423451.040409,-34344.8583164215,307274.81392545,-138208997.257637
BB13C13,24689.9283562303,344000,0,-24689.9283562303,344000,0
BC13D13,18405.8172398508,275627.638334834,75738076.9094323,-18405.8172398508,412372.361665166,-759461693.561093
BD13E13,10099.7527572811,291167.07791278,242467515.315535,-10099.7527572811,396832.92208722,-770796736.187732
BE13F13,5213.73952868581,344000,0,-5213.73952868581,344000,0
BF13G13,2606.82989215851,209129.61635519,-377051554.918126,-2606.82989215851,513270.38364481,-1219687473.35238
BA14B14,34822.1170375049,424982.656343523,756175756.27828,-34822.1170375049,297417.343656477,-86457864.67129
BB14C14,25644.4683505893,344000,0,-25644.4683505893,344000,0
BC14D14,19404.232979238,281908.263608772,110156488.877803,-19404.232979238,406091.736391228,-731073852.79008
BD14E14,11022.2528077066,295642.102702447,259956251.463344,-11022.2528077066,392357.897297553,-743535224.438872
BE14F14,5990.32782167196,344000,0,-5990.32782167196,344000,0
BF14G14,2995.11060914397,212060.571431864,-361663812.82568,-2995.11060914397,510339.428568136,-1204300187.13975
BA15B15,35268.5014931858,434356.669200623,805389711.442662,-35268.5014931858,288043.330799377,-37244684.8361241
BB15C15,26536.9000075161,344000,0,-26536.9000075161,344000,0
BC15D15,20341.3289431632,288108.287497148,144332134.415221,-20341.3289431632,399891.712502852,-703249259.443736
BD15E15,11900.7973910272,300284.39331619,278377936.717007,-11900.7973910272,387715.60668381,-715534003.555108
BE15F15,6745.51303011179,344000,0,-6745.51303011179,344000,0
BF15G15,3372.87714734674,215392.487815984,-344171221.856999,-3372.87714734674,507007.512184016,-1186807656.07517
BA16B16,35685.5723043978,443278.133955223,852228833.859081,-35685.5723043978,279121.866044777,9591572.67076087
BB16C16,27373.421818465,344000,0,-27373.421818465,344000,0
BC16D16,21224.4581435919,294230.687830101,178257230.953896,-21224.4581435919,393769.312169899,-675950352.65288
BD16E16,12742.4761556983,305068.763503321,297600261.383503,-12742.4761556983,382931.236496679,-686912626.350292
BE16F16,7484.85220780969,344000,0,-7484.85220780969,344000,0
BF16G16,3741.30780634284,219115.595694416,-324623782.179285,-3741.30780634284,503284.404305584,-1167262463.02934
BA17B17,36086.854970783,451775.249141718,896831818.15406,-36086.854970783,270624.750858282,54208297.8339819
BB17C17,28157.9108264744,344000,0,-28157.9108264744,344000,0
BC17D17,22060.4946452081,300276.290457618,211914812.828593,-22060.4946452081,387723.709542382,-649151908.252411
BD17E17,13553.8784776628,309972.482731408,317504655.752167,-13553.8784776628,378027.517268592,-657779828.438084
BE17F17,8211.78726628423,344000,0,-8211.78726628423,344000,0
BF17G17,4114.18024742603,223222.548922135,-303069787.838642,-4114.18024742603,499177.451077865,-1145693448.47895
BA18B18,36395.507306695,459872.678270734,939398518.502245,-36395.507306695,262527.321729266,96664603.3404657
BB18C18,28909.6378021836,344000,0,-28909.6378021836,344000,0
BC18D18,22854.1070175171,306247.580875745,245304207.321244,-22854.1070175171,381752.419124255,-622828398.563794
BD18E18,14340.3585930169,314971.315718952,337971874.191991,-14340.3585930169,373028.684281048,-628258717.002471
BE18F18,8944.91814100742,344000,0,-8944.91814100742,344000,0
BF18G18,4410.72737199068,227709.250370916,-279457492.984386,-4410.72737199068,494690.749629084,-1122195378.121
BA19B19,37057.80096367,467636.18531467,979756804.997289,-37057.80096367,254763.81468533,137823140.806741
BB19C19,29243.9373145103,344000,0,-29243.9373145103,344000,0
BC19D19,23320.8809825778,312124.403838198,278274415.57959,-23320.8809825778,375875.596161802,-597030377.197607
BD19E19,14811.4811269939,320062.234249944,358961014.183011,-14811.4811269939,367937.765750056,-598338671.683566
BE19F19,9304.11551958323,344000,0,-9304.11551958323,344000,0
BF19G19,5106.05185768008,232530.278472519,-254564819.730262,-5106.05185768008,489869.721527481,-1096467256.30828
BA20B20,34669.1975354254,474234.670649712,1017357282.95806,-34669.1975354254,248165.329350288,169506758.863916
BB20C20,32274.4931257367,344000,0,-32274.4931257367,344000,0
BC20D20,25151.9241054654,317976.675861445,311350222.691953,-25151.9241054654,370023.324138555,-571583464.077501
BD20E20,16854.1275381148,325118.623059698,379953011.396049,-16854.1275381148,362881.376940302,-568766780.799065
BE20F20,12611.5106782615,344000,0,-12611.5106782615,344000,0
