ID,DX,DY,RZ
A,0.0,0.0,0.0
B,22.1803933186,-2.62815085478,-0.00717013038591
C,34.6845822787,-3.63957361146,-0.00741150244666
D,0.0,0.0,0.0
E,22.5319937441,-2.78851581189,0.00309599291128
F,34.3320308318,-3.8395930552,0.00570380408997
G,22.6740760496,-1.32113821138,-0.00275592853276
H,34.4232485953,-1.82418699187,-0.00182635551881
I,0.0,0.0,-0.00385451482198
J,0.0,0.0,-0.00371657431758
K,22.16477091,-1.32113821138,-0.00279674563097
L,34.6930444167,-1.82418699187,-0.00201842904999
