ID,FXJ,FYJ,MZJ,FXK,FYK,MZK
CA0A1,-62553.95899441721,531043.6522311007,1921652165.9223092,62553.95899441721,-531043.6522311007,1530131573.5798454
CB0B1,10676953.95899444,577535.8479059818,2021195514.2018948,-10676953.95899444,-577535.8479059818,1732787497.1869874
CC0C1,6848000.000000024,269275.5979778288,1352152187.6296062,-6848000.000000024,-269275.5979778288,398139199.2262819
CD0D1,2634534.2799798455,107413.28089687956,0.0,-2634534.2799798455,-107413.28089687956,698186325.8297174
CE0E1,11061465.720020074,129305.53501315914,0.0,-11061465.720020074,-129305.53501315914,840485977.5855346
CF0F1,7019200.000000023,262327.5424128897,1330339163.517505,-7019200.000000023,-262327.5424128897,374789862.1662793
CG0G1,3595200.000000012,258098.5435612416,1317087199.0330458,-3595200.000000012,-258098.5435612416,360553334.1150253
CA1A2,259203.36668229772,458184.4483471967,1253382661.8844204,-259203.36668229772,-458184.4483471967,1266631804.0251608
CB1B2,9586396.633317674,578629.961304775,1596350186.9548059,-9586396.633317674,-578629.961304775,1586114600.2214572
CC1C2,6352000.000000022,-81159.64506823395,-398139199.226282,-6352000.000000022,81159.64506823395,-48238848.649003744
CD1D2,2617758.039382513,520534.0586469672,1464799394.1257572,-2617758.039382513,-520534.0586469672,1398137928.4325612
CE1E2,10086241.960617328,633182.6912784117,1788765896.4854946,-10086241.960617328,-633182.6912784117,1693738905.5457687
CF1F2,6510800.000000022,-73472.00670172716,-374789862.1662791,-6510800.000000022,73472.00670172716,-29306174.69321966
CG1G2,3334800.000000011,-68899.50780817284,-360553334.11502504,-3334800.000000011,68899.50780817284,-18393958.829924583
CA2A3,499766.20872479014,382696.4216592711,1055365450.9508541,-499766.20872479014,-382696.4216592711,1049464868.1751391
CB2B3,8577033.791275207,491210.2190038204,1351997986.2483737,-8577033.791275207,-491210.2190038204,1349658218.272637
CC2C3,5856000.0000000205,13539.872474689677,48238848.649003744,-5856000.0000000205,-13539.872474689677,26230449.961788654
CD2D3,2680992.717157849,407759.12910781946,1120202777.5904698,-2680992.717157849,-407759.12910781946,1122472432.5025406
CE2E3,9031007.282842048,503314.21899688186,1380267166.184407,-9031007.282842048,-503314.21899688186,1387961038.2984452
CF2F3,6002400.000000022,8609.394215096894,29306174.693218827,-6002400.000000022,-8609.394215096894,18045493.489812136
CG2G3,3074400.000000011,5870.744541575317,18393958.82992506,-3074400.000000011,-5870.744541575317,13895136.148736954
CA3A4,679320.3701186443,346428.7864959136,957580893.392447,-679320.3701186443,-346428.7864959136,947777432.3350745
CB3B4,7628679.629881356,457274.4215499038,1262814714.795248,-7628679.629881356,-457274.4215499038,1252194603.7292268
CC3C4,5360000.000000022,-2591.8520305968705,-26230449.961788654,-5360000.000000022,2591.8520305968705,11975263.793505669
CD3D4,2672852.769001225,379606.93538806745,1047542856.9233971,-2672852.769001225,-379606.93538806745,1040295287.7109717
CE3E4,8047147.230998654,478681.1290258935,1320624190.7093337,-8047147.230998654,-478681.1290258935,1312122018.9330764
CF3F4,5494000.000000022,-684.8609452419332,-18045493.489810705,-5494000.000000022,684.8609452419332,14278758.290979862
CG3G4,2814000.000000013,285.44051505217794,-13895136.148737192,-2814000.000000013,-285.44051505217794,15465058.981526852
CA4A5,817820.2674805576,305556.62313758605,842507812.6345236,-817820.2674805576,-305556.62313758605,838053614.6222004
CB4B5,6721379.73251944,415934.41774210526,1145969073.6012967,-6721379.73251944,-415934.41774210526,1141670223.9802842
CC4C5,4864000.000000022,1077.8925578683848,-11975263.793506265,-4864000.000000022,-1077.8925578683848,17903672.86178279
CD4D5,2627169.868680125,341561.35405628977,940028184.6051997,-2627169.868680125,-341561.35405628977,938559262.704395
CE4E5,7100830.131319784,440032.55425028334,1210725505.539713,-7100830.131319784,-440032.55425028334,1209453542.8368495
CF4F5,4985600.00000003,554.6638346732943,-14278758.290983438,-4985600.00000003,-554.6638346732943,17329409.381682873
CG4G5,2553600.000000013,282.4944208574598,-15465058.981528044,-2553600.000000013,-282.4944208574598,17018778.29624605
CA5A6,914071.2951639746,265702.5291638914,730658211.7999246,-914071.2951639746,-265702.5291638914,730705698.6014725
CB5B6,5856328.704836026,376168.34900202847,1034453740.2734761,-5856328.704836026,-376168.34900202847,1034472179.2376775
CC5C6,4368000.00000003,238.04788489831844,-17903672.86178446,-4368000.00000003,-238.04788489831844,19212936.228726387
CD5D6,2540431.126544092,304770.8567946387,836795377.2507267,-2540431.126544092,-304770.8567946387,839444335.119789
CE5E6,6195568.873455815,403315.50063920446,1107804395.8476722,-6195568.873455815,-403315.50063920446,1110430857.667951
CF5F6,4477200.00000003,367.0297008381458,-17329409.38168156,-4477200.00000003,-367.0297008381458,19348072.73629737
CG5G6,2293200.000000015,437.6868140466395,-17018778.29624486,-2293200.000000015,-437.6868140466395,19426055.773499966
CA6A7,968612.1907244534,225862.28139370293,618984339.1063081,-968612.1907244534,-225862.28139370293,623258208.5590651
CB6B7,5032987.809275575,336311.5850084247,922717186.4395238,-5032987.809275575,-336311.5850084247,926996531.1068099
CC6C7,3872000.0000000373,383.5961196619319,-19212936.228726864,-3872000.0000000373,-383.5961196619319,21322714.886868477
CD6D7,2413043.0145673286,267606.1503632391,732628005.3975471,-2413043.0145673286,-267606.1503632391,739205821.6002738
CE6E7,5330956.98543258,366147.2614340559,1003615682.0471432,-5330956.98543258,-366147.2614340559,1010194255.840159
CF6F7,3968800.0000000373,353.3850137036061,-19348072.736298442,-3968800.0000000373,-353.3850137036061,21291690.311662912
CG6G7,2032800.0000000186,335.7406664570444,-19426055.77349806,-2032800.0000000186,-335.7406664570444,21272629.43901348
CA7A8,981563.0751148509,186227.88751247476,508092487.7218234,-981563.0751148509,-186227.88751247476,516160893.596784
CB7B8,4251236.924885176,296680.23694121663,811837058.711448,-4251236.924885176,-296680.23694121663,819904244.465243
CC7C8,3376000.00000003,304.4675662657246,-21322714.886867642,-3376000.00000003,-304.4675662657246,22997286.50133109
CD7D8,2244746.7708476298,230310.4368045498,628327054.0454962,-2244746.7708476298,-230310.4368045498,638380348.3795208
CE7E8,4507253.229152292,328849.90608406987,899310431.3171163,-4507253.229152292,-328849.90608406987,909364052.1452646
CF7F8,3460400.00000003,311.4638485517353,-21291690.31166494,-3460400.00000003,-311.4638485517353,23004741.478705645
CG7G8,1772400.0000000186,315.6012416878366,-21272629.439008713,-1772400.0000000186,-315.6012416878366,23008436.268291473
CA8A9,953119.0767441997,146761.30454292396,397864837.0276528,-953119.0767441997,-146761.30454292396,409322337.9584352
CB8B9,3510880.9232558236,257213.74407179438,701608042.0185299,-3510880.9232558236,-257213.74407179438,713067550.376339
CC8C9,2880000.00000003,275.5270851838286,-22997286.50133121,-2880000.00000003,-275.5270851838286,24512685.469837427
CD8D9,2035365.1324365363,192830.5168020391,523726068.31260294,-2035365.1324365363,-192830.5168020391,536841774.09861743
CE8E9,3724634.8675633892,291371.63854045945,794713147.0516086,-3724634.8675633892,-291371.63854045945,807830864.9209203
CF8F9,2952000.0000000224,273.71450975880725,-23004741.478708148,-2952000.0000000224,-273.71450975880725,24510171.28237939
CG8G9,1512000.000000015,273.5544468339067,-23008436.26828766,-1512000.000000015,-273.5544468339067,24512985.725868225
CA9A10,883464.4720544992,107480.34225382467,288350722.242614,-883464.4720544992,-107480.34225382467,302791160.15341794
CB9B10,2811735.527945511,217927.3573924044,592086040.1807588,-2811735.527945511,-217927.3573924044,606514425.4774692
CC9C10,2384000.0000000224,238.34076785651268,-24512685.469835877,-2384000.0000000224,-238.34076785651268,25823559.693053007
CD9D10,1784698.2476865314,155170.9949487159,418841581.6257137,-1784698.2476865314,-155170.9949487159,434598890.59222484
CE9E10,2983301.7523134127,253704.8461811874,689816931.8546205,-2983301.7523134127,-253704.8461811874,705559722.1419116
